Id,SalePrice
1461,126176.1410195612
1462,155541.30616528084
1463,181736.417337127
1464,181533.04719914132
1465,201464.514108569
1466,181887.8995668585
1467,163522.42807118985
1468,175819.51689161765
1469,179584.6839788506
1470,121287.26325248806
1471,195839.4066238948
1472,98592.52857371021
1473,101666.53476637807
1474,155975.66179157954
1475,145105.8868039074
1476,379774.6190256131
1477,256817.5072142136
1478,296577.7052134711
1479,253453.79014055955
1480,446894.0823934838
1481,317643.9003800392
1482,205533.90509133885
1483,179509.49131096748
1484,182097.06916038046
1485,170881.99472538813
1486,200721.29516532074
1487,362108.60683018184
1488,240699.24815132975
1489,206417.34123930486
1490,193430.29942053495
1491,190913.55138179162
1492,97190.70149719236
1493,175669.70412471998
1494,296694.8552069924
1495,312668.6370222805
1496,223570.4678294467
1497,193433.48135525166
1498,154592.52575100595
1499,153976.36587530663
1500,149025.81051991537
1501,177127.29029261385
1502,168507.8208169138
1503,290387.6847700058
1504,227080.4692398948
1505,212522.99381597652
1506,183932.44172394008
1507,226287.13587292467
1508,201060.9179878405
1509,165226.76040981163
1510,153284.63212971768
1511,151323.97069488783
1512,171888.63107349575
1513,157863.08284659195
1514,168150.71761853455
1515,175591.24494454797
1516,163927.98240118404
1517,152036.74491065714
1518,130977.21298047615
1519,219839.03499609212
1520,139962.50959426461
1521,144363.58920910305
1522,165845.52451198624
1523,115714.7069240651
1524,119990.6152111455
1525,125123.0007090377
1526,128517.4051970483
1527,104353.70900413548
1528,124858.05643369177
1529,142457.28133422413
1530,166231.67245686316
1531,132528.50229873063
1532,105791.98492269723
1533,140209.0143936786
1534,114279.33874762908
1535,154888.48662702483
1536,115061.86450366146
1537,81299.8110256761
1538,189695.3219122696
1539,241364.62430797188
1540,118801.35514852872
1541,148528.185170048
1542,146921.1447223323
1543,220285.15148675404
1544,84038.99740405485
1545,108255.04579674693
1546,125131.82883097354
1547,141820.32425403866
1548,136804.71463439183
1549,113305.3497325527
1550,145833.31017333997
1551,115012.80891543218
1552,152547.74155886946
1553,147764.31121439592
1554,114579.82487794464
1555,172593.03045063917
1556,99851.73994762363
1557,134974.72788832593
1558,93767.05330224225
1559,126840.24671020656
1560,152334.54028762097
1561,157564.05528610182
1562,126103.66150747324
1563,125861.02124964465
1564,165377.22605994868
1565,152851.9207377915
1566,218389.35359471475
1567,84560.79018657468
1568,222419.50103682443
1569,141503.9368041058
1570,127586.7409389728
1571,134875.39978096835
1572,146290.65696360296
1573,248352.48203225425
1574,144052.37574735776
1575,209940.87551601464
1576,209559.58216397304
1577,204339.29800197715
1578,155466.71930724697
1579,140293.2404357732
1580,191084.64334123442
1581,138892.4820383649
1582,131475.02776661265
1583,335939.57639612415
1584,247078.9195823882
1585,141812.9820354413
1586,73704.75229395242
1587,107582.42062073456
1588,151369.25995806287
1589,103170.11940639156
1590,135783.98989531808
1591,105498.36988112224
1592,126878.93587243314
1593,119948.3305964289
1594,129277.39527806711
1595,129481.2161669595
1596,232507.7332571181
1597,166855.09306182605
1598,192325.70390431315
1599,199208.8519828784
1600,195597.85495044637
1601,84539.73600707739
1602,114655.35319904482
1603,94787.34965802079
1604,284158.8638140841
1605,247743.28886422137
1606,167091.33117871947
1607,171700.75354816116
1608,212274.51138309736
1609,198214.92012846342
1610,159823.81986084854
1611,149731.67303017102
1612,163144.9221210908
1613,162236.06069911216
1614,120008.69370452517
1615,87310.59086538489
1616,83443.41529574183
1617,85186.0132249434
1618,126329.76991165173
1619,133331.77295354637
1620,152692.54623137543
1621,139039.80084975352
1622,154354.68293489947
1623,295127.55256690044
1624,218896.05816781227
1625,132081.26525228008
1626,175791.31440262753
1627,185382.82567296815
1628,284396.45864448784
1629,177863.05880484305
1630,347967.38681657845
1631,223128.13021013266
1632,242280.35406713156
